ID,CODIGO-BARRA,DESCRICAO,PRECO-CUSTO,PRECO-VENDA,CATEGORIA
373,7891008125214,BARRA DE CHOCOLATE GAROTO BRANCO 80G,"R$ 0,00","R$ 8,50",CHOCOLATES
374,7891000368992,BARRA DE CHOCOLATE CLASSIC DUO 80G,"R$ 6,15","R$ 8,50",CHOCOLATES
375,7891000368947,BARRA DE CHOCOLATE CLASSIC PRESTÍGIO 80G,"R$ 0,00","R$ 8,50",CHOCOLATES
376,7896306625251,TRENTO BRANCO DARK 2 UNIDADES 32G,"R$ 0,00","R$ 3,25",CHOCOLATES
377,78939349,"CHICLETE PURE FRESH MENTOS AZUL 1,5G","R$ 0,00","R$ 0,50",CHICLETES
378,78939356,CHICLETE MENTOS PURE FRESH VERDE,"R$ 0,00","R$ 0,60",CHICLETES
379,7896306612824,TRENTO CREME 2 UNIDADES 32G AZUL,"R$ 1,92","R$ 3,25",CHOCOLATES
380,7908228804925,FINI TUBES GIGANTE AZEDINHOS DESENROLA E ESTIKA FRAMBOESA AZUL,"R$ 0,00","R$ 2,80",MARSHMALLOW
381,7896306621123,TRENTO CHEESECAKE DE MORANGO 32G 2 UNIDADES,"R$ 1,92","R$ 3,25",CHOCOLATES
382,7896306612817,TRENTO DE CHOCOLATE 32G 2 UNIDADES,"R$ 0,00","R$ 3,25",CHOCOLATES
383,7898933215980,COPO COM CANUDO DE NATAL AVULSO TURMA DO MICKEY VERDE,"R$ 0,00","R$ 13,90",COPOS
384,,COPO COM CANUDO DE NATAL RECHEADO,"R$ 0,00","R$ 22,90",COPOS
385,,"CANECA DE LOUÇA PARABÉNS, AVULSA","R$ 0,00","R$ 25,90",CANECAS
386,,"CANECA DE LOUÇA GRATIDÃO, FÉ, FELICIDADE, AVULSA","R$ 0,00","R$ 42,00",CANECAS
387,,KIT LEMBRANCINHA,"R$ 0,00","R$ 41,00",CESTAS
388,7898971133017,GARRAFINHA MINI DE NATAL,"R$ 0,00","R$ 6,95",GARRAFAS/SQUEEZE
389,7895521783418,COPO DE UNICÓNIO E LHAMA 400ML RECHEADO,"R$ 0,00","R$ 16,90",COPOS
390,7895144025117,DROPS FRUIT-TELLA DE CARAMELO 41G,"R$ 0,00","R$ 3,60",DROPS
391,,CANECA DE LOUÇA RECHEADA,"R$ 0,00","R$ 37,40",CANECAS
392,,URSO DE PELÚCIA,"R$ 0,00","R$ 35,00",
393,,"SACOLINHA SURPRESA 10,40","R$ 0,00","R$ 8,00",CESTAS
394,,CACHEPÔ VERMELHO RECHEADO,"R$ 0,00","R$ 20,00",CESTAS
395,7898142865044,"TORTUGUITA DE BAUNILHA 15,5G AZUL","R$ 0,00","R$ 2,50",CHOCOLATES
396,7891151039819,"DROPS FREEGELLS MORANGO MENTOL 27,9","R$ 0,00","R$ 1,25",DROPS
397,7891000462300,CHOKITO 32G,"R$ 2,02","R$ 2,95",CHOCOLATES
398,7898957757718,SALGADINHO KERUS DE PIZZA,"R$ 0,00","R$ 2,25",SALGADINHOS
399,7898957757107,SALGADINHO KERUS DE BACON 43G,"R$ 0,00","R$ 2,25",SALGADINHOS
400,,"CESTA PRAGUINHA 37,24","R$ 0,00","R$ 50,00",CESTAS
401,7896451912916,MINI BANANA DOCILE 15 GR,"R$ 0,00","R$ 1,50",MARSHMALLOW
402,7622210573322,CHOCOLATE DIAMANTE NEGRO 34G,"R$ 0,00","R$ 4,60",CHOCOLATES
403,7899970402852,BARRA DE CHOCOLATE HERSHEY'S COOKIES 'N' CREME,"R$ 0,00","R$ 8,50",CHOCOLATES
404,7622210673831,BARRA DE CHOCOLATE LACTA AO LEITE,"R$ 0,00","R$ 8,50",CHOCOLATES
405,7899970402876,BARRA DE CHOCOLATE HERSHEY'S OVOMALTINE 77G,"R$ 0,00","R$ 8,50",CHOCOLATES
406,7891118010769,CHICLETE CARTELA FLICS UVA 17G,"R$ 0,00","R$ 1,25",CHICLETES
407,7891118007820,CHICLETE CARTELA FLICS TUTTI-FRUTTI 17G,"R$ 0,00","R$ 1,25",CHICLETES
408,7898934595463,PIRULITO DIPLOKO MORANGO QUE EXPLODE NA BOCA 11G,"R$ 0,00","R$ 3,40",PIRULITO
409,7898934595500,PIRULITO DIPLOKO UVA QUE EXPLODE NA BOCA 11G,"R$ 0,00","R$ 3,40",PIRULITO
410,7896877500315,BATATA CHIPS LISA PICANHA COM BARBECUE 45G,"R$ 0,00","R$ 4,95",SALGADINHOS
411,7891151036160,CHICLETE CROC BUZZY MORANGO,"R$ 0,00","R$ 0,35",CHICLETES
412,7896306612831,TRENTO AVELÃS 2 UNIDADES 32G,"R$ 1,92","R$ 3,25",CHOCOLATES
413,7908228804826,FINI TUBES GIGANTE DESENROLA E ESTIKA TUTTI-FRUTTI 27G,"R$ 0,00","R$ 2,80",BALA MACIA
414,7908228802068,FINI TUBES GIGANTE ÁCIDO DE MORANGO 27G,"R$ 0,00","R$ 2,50",BALA MACIA
415,7891330017140,CAIXA DE BOMBOM AMOR CARIOCA BRANCO 200G,"R$ 0,00","R$ 10,90",CHOCOLATES
416,7622210575999,"BIS BRANCO 100,8G 16 UNIDADES","R$ 6,33","R$ 7,60",CHOCOLATES
417,7622210575975,"CAIXA DE BIS ORIGINAL 100,8G 16 UNIDADES","R$ 5,64","R$ 7,50",CHOCOLATES
418,7896451912497,BALA CANUDINHO MORANGO 15G DOCILE,"R$ 0,00","R$ 1,50",BALA MACIA
419,7896306618291,TRENTO TORTA DE LIMÃO 32G 2 UNIDADES,"R$ 0,00","R$ 3,25",CHOCOLATES
420,7896451922908,BALA PIRÂMIDES AZEDINHOS DOCILE 80G,"R$ 0,00","R$ 9,40",BALA MACIA
421,7896451922892,BALA CUBINHOS AZEDINHOS DOCILE 80G,"R$ 0,00","R$ 9,40",BALA MACIA
422,7908228801634,TUBES GIGANTE DE MORANGO 27G,"R$ 0,00","R$ 2,50",BALA MACIA
423,7896262301022,DROPS FRUIT-TELLA MASTIGÁVEL DE MORANGO 40G,"R$ 0,00","R$ 3,60",DROPS
424,7895144208442,"DROPS MENTOS FANTA LARANJA 37,5G","R$ 0,00","R$ 3,60",DROPS
425,7896004007021,SALGADINHO CHEEZ-IT DE CHEDDAR 65 G,"R$ 2,85","R$ 5,70",SALGADINHOS
426,7896004007823,SALGADINHO CHEEZ-IT SNAP´D NACHO COM QUEIJO 90G,"R$ 4,46","R$ 8,99",SALGADINHOS
427,7894900504002,BEBIDA POWER ADE SABOR MIX DE FRUTAS,"R$ 0,00","R$ 6,00",BEBIDAS
428,7894900010015,REFRIGERANTE COCA-COLA LATA 350ML,"R$ 2,90","R$ 4,50",BEBIDAS
429,7894900681178,REFRIGERANTE SPRITE LATA 220ML,"R$ 1,73","R$ 3,50",BEBIDAS
430,,PACOTE BALA NA PALHA DE MORANGO,"R$ 0,00","R$ 22,90",BALA MACIA
431,7622300830083,BISCOITO OREO 36G,"R$ 1,59","R$ 2,90",BOLACHAS
432,,PIRULITO DE ENERGÉTICO POP MANIA,"R$ 0,00","R$ 1,50",PIRULITO
433,,PIRULITO DE MAÇÃ VERDE DO AMOR,"R$ 0,00","R$ 1,50",PIRULITO
434,7894900950397,REFRIGERANTE GUARAPAN LATA 220ML,"R$ 1,73","R$ 3,50",BEBIDAS
435,7894900050394,REFRIGERANTE FANTA UVA DE LATA 220ML,"R$ 1,73","R$ 3,50",BEBIDAS
436,7894900030396,REFRIGERANTE FANTA LARANJA DE LATA 220ML,"R$ 1,73","R$ 3,50",BEBIDAS
437,7894900583700,SUCO KAPO DE MORANGO 200ML,"R$ 1,83","R$ 3,00",BEBIDAS
438,7894900593709,SUCO KAPO DE UVA 200ML,"R$ 1,83","R$ 3,00",BEBIDAS
439,7894900660432,SUCO DEL VALLE DE UVA 200ML,"R$ 1,83","R$ 3,00",BEBIDAS
440,7894900010398,REFRIGERANTE COCA-COLA LATA 220ML,"R$ 2,09","R$ 3,50",BEBIDAS
441,7898367983790,CERVEJA ARTESANAL EISENBAHN PILSEN 350ML,"R$ 0,00","R$ 5,95",BEBIDAS
442,7894900502046,BEBIDA POWER ADE SABOR TANGERINA 500ML,"R$ 0,00","R$ 6,00",BEBIDAS
443,7894900700398,REFRIGERANTE COCA-COLA ZERO LATA 220ML,"R$ 2,09","R$ 3,50",BEBIDAS
444,7896079820532,BOMBOM MO0NTEVERGINE CEREJA,"R$ 8,50","R$ 13,90",CHOCOLATES
445,,PIRULITO BICO LITO ENROLADINHO,"R$ 1,25","R$ 2,50",PIRULITO
446,,PIRULITO BICOLITAO,"R$ 4,20","R$ 11,00",PIRULITO
447,7896286621113,DROPS ICEKISS AZEDINHA PINK LEMONADE MASTIGÁVEL,"R$ 0,00","R$ 1,00",DROPS
448,7896286614191,DROPS ICEKISS MORANGO AZEDINHA,"R$ 0,00","R$ 1,25",DROPS
449,7896286615334,DROPS ICEKISS UVA AZEDINHA,"R$ 0,00","R$ 1,25",DROPS
450,,PIRULITO SPLASHPOP NAPOLITANO,"R$ 0,00","R$ 0,60",PIRULITO
451,78938878,DROPS HALLS MENTA PRATA,"R$ 0,00","R$ 2,20",DROPS
452,,PIRULITO DO AMOR DE FRAMBOESA,"R$ 0,00","R$ 1,50",PIRULITO
453,7897900310963,BARRA DE CEREAL TRIO MORANGO E CHOCOLATE 20G,"R$ 0,00","R$ 2,30",BOLACHAS
454,7622210528186,BARRA DE CHOCOLATE SONHO DE VALSA LACTA 98G,"R$ 0,00","R$ 8,90",CHOCOLATES
455,7891962051383,BOLINHO BAUDUCCO BAUNILHA COM CHOCOLATE 27G,"R$ 0,00","R$ 2,50",BOLINHO
456,7896058591743,DISQUETI DE CHOCOLATE BRANCO DORI 18G,"R$ 0,00","R$ 1,80",CHOCOLATES
457,,OVO DE PÁSCOA TAMANHO 05 20G,"R$ 0,00","R$ 2,90",CHOCOLATES
458,,OVISCO SABOR CHOCOLATE,"R$ 0,00","R$ 0,40",CHOCOLATES
459,7898930905297,PACOTE BALA NA PALHA 250G MEL,"R$ 0,00","R$ 22,90",CARAMELO
460,7896350800659,CHICLETE MONSTERS DE BOLA,"R$ 0,00","R$ 1,70",CHICLETES
461,7894900550092,SUCO DEL VALLE FRUT UVA 250 ML,"R$ 1,54","R$ 3,50",BEBIDAS
462,7894900666540,SUCO DEL VALLE FRUTAS CÍTRICAS 250 ML,"R$ 1,54","R$ 3,50",BEBIDAS
463,7622210933454,MINI OREO,"R$ 2,54","R$ 4,20",BOLACHAS
464,7896530712116,OVO DE PÁSCOA 240G,"R$ 0,00","R$ 31,90",OVO
465,,CESTA DE PÁSCOA,"R$ 0,00","R$ 50,00",CESTAS
466,,KIT DE PÁSCOA,"R$ 0,00","R$ 26,00",CESTAS
467,7898094762750,POTE DE OVO,"R$ 0,00","R$ 25,90",CHOCOLATES
468,7896530722009,OVO DE PÁSCOA 50G,"R$ 0,00","R$ 7,90",OVO
469,7896530722283,OVO DE PÁSCOA 80G,"R$ 0,00","R$ 13,90",OVO
470,,OVO DE PÁSCOA CASEIRO 100G LAÇO VERMELHO,"R$ 0,00","R$ 11,00",OVO
471,,OVO DE PÁSCOA CASEIRO 30G,"R$ 0,00","R$ 6,00",OVO
472,,OVO DE PÁSCOA CASEIRO 75G,"R$ 0,00","R$ 8,50",OVO
473,,OVO DE PÁSCOA CASEIRO 250G,"R$ 0,00","R$ 31,00",OVO
474,,MINI OVO DE PÁSCOA,"R$ 0,00","R$ 0,40",OVO
475,,CASCA DE OVO PÁSCOA,"R$ 0,00","R$ 26,90",CHOCOLATES
476,7896079820631,TRUFA DE CEREJA SEM ÁLCOOL 100G,"R$ 0,00","R$ 13,50",CHOCOLATES
477,7896079828637,TRUFA DE BRIGADEIRO 100G,"R$ 0,00","R$ 13,50",CHOCOLATES
478,7896079827630,TRUFA SABAOR TRUFA 100G,"R$ 0,00","R$ 13,50",CHOCOLATES
479,,PACOTE BALA TOFFEE DE CHOCOLATE 500G,"R$ 15,95","R$ 0,00",CARAMELO
480,,PACOTE BALA DURA DE MEL 600G,"R$ 17,91","R$ 0,00",CARAMELO
481,,OVO DE PÁSCOA 500G,"R$ 0,00","R$ 55,90",CHOCOLATES
482,7896058257298,DANIX CHOCO-SHAKE SENSAÇÃO,"R$ 3,20","R$ 4,80",BOLACHAS
483,7622210674357,BARRA DE CHOCOLATE LAKA OREO 80G,"R$ 6,15","R$ 8,50",CHOCOLATES
484,,CESTA XV ANOS,"R$ 0,00","R$ 163,00",CESTAS
485,,CESTA AZUL 45,"R$ 0,00","R$ 45,95",CESTAS
486,7891118012619,CHICLETE PLUTONITA ATOMIC MISTÉRIO22G,"R$ 0,80","R$ 1,75",CHICLETES
487,,PACOTE BALA TOFFEE INTENSE TRUFA 500G,"R$ 15,95","R$ 0,00",CARAMELO
488,,PACOTE BALA DADINHO DE AMENDOIM 600G,"R$ 19,66","R$ 0,00",MARSHMALLOW
489,,PACOTE BALA LILITH MAÇA VERDE 500G,"R$ 7,10","R$ 12,90",BALA MACIA
490,,PACOTE BALA AÇAÍ TRIBALA 500G,"R$ 12,80","R$ 0,00",CARAMELO
491,,PACOTE BALA MORANGO CESTINHA SANTA RITA 500G,"R$ 7,18","R$ 0,00",CARAMELO
492,7894900503029,BEBIDA POWER ADE SABOR LARANJA 500ML,"R$ 0,00","R$ 6,00",BEBIDAS
493,78939783,ICE TEA LEÃO SABOR LIMÃO 250ML,"R$ 1,45","R$ 2,90",BEBIDAS
494,78939806,ICE TEA LEÃO SABOR PÊSSEGO 250ML,"R$ 1,45","R$ 2,90",BEBIDAS
495,7896451924506,BALA CANUDINHO SUPER AZEDINHOS DOCILE 15G,"R$ 0,63","R$ 1,50",BALA MACIA
496,7896451912510,BALA CANUDINHO TUTTI-FRUITT ÁCIDO DOCILE 15G,"R$ 0,63","R$ 1,50",BALA MACIA
497,,PACOTE BALA TOFFEE CHOKKO MENTA 500G,"R$ 15,95","R$ 0,00",CARAMELO
498,,PACOTE BALA TOFFEE COCO 500G,"R$ 15,95","R$ 0,00",CARAMELO
499,,PACOTE BALA TOFFEE INTENSE MENTA 500G,"R$ 15,95","R$ 0,00",CARAMELO
500,,PACOTE BALA TOFFEE INTENSE CHOC 500G,"R$ 15,95","R$ 0,00",CARAMELO
501,,PACOTE BALA TOFFEE MUSSE DE MARACUJÁ 500G,"R$ 15,95","R$ 0,00",CARAMELO
502,,PACOTE BALA TOFFEE LEITE 500G,"R$ 15,95","R$ 0,00",CARAMELO
503,,PACOTE BALA DURA GOTA COLA 600G,"R$ 10,45","R$ 0,00",BALA MACIA
504,,PACOTE BALA ERLAN 600G,"R$ 7,38","R$ 0,00",BALA MACIA
505,,PACOTE BALA DURA SWEET KISS SORTIDA 600G,"R$ 8,07","R$ 0,00",BALA MACIA
506,,PACOTE BALA DURA MORANGO CESTINHA 500G,"R$ 7,89","R$ 0,00",BALA MACIA
507,,ALMOFADA AMOR,"R$ 0,00","R$ 21,50",NECESSARIE
508,,ALMOFADA DIA DAS MÃES,"R$ 0,00","R$ 20,00",NECESSARIE
509,7896451922502,CHICLETE XCLÉ CORAÇÃO MORANGO AZEDINHO,"R$ 0,14","R$ 0,50",CHICLETES
510,7891000329856,BARRA DE CHOCOLATE SUFLAIR AO LEITE 80G,"R$ 0,00","R$ 8,90",CHOCOLATES
511,7898656684674,BALA LIQUIDA SPRAY KIDS,"R$ 1,90","R$ 4,60",BALA MACIA
512,7898656684704,BALA LIQUIDA SPRAY ICE,"R$ 1,90","R$ 4,60",BALA MACIA
513,7898656685602,POPLITO AZEPUSH,"R$ 0,00","R$ 3,90",PIRULITO
514,7898656684278,BALA REFRI+ LARANJA,"R$ 0,00","R$ 4,00",BALA MACIA
515,7898656685459,POPLITO ESTRELINHA,"R$ 0,00","R$ 2,40",PIRULITO
516,7898656685763,BALA LIQUIDA SPRAY TEEN,"R$ 0,00","R$ 4,60",BALA MACIA
517,7898656685367,PIROLE CHOCOLATES,"R$ 0,00","R$ 4,75",PIRULITO
518,1220000250222,ENERGÉTICO MONSTER PEQUENO,"R$ 0,00","R$ 9,50",BEBIDAS
519,,CANECA DE MÃE,"R$ 0,00","R$ 40,00",CANECAS
520,7898094763122,PAÇOCA QUADRADA KI-KAKAU 21G,"R$ 0,00","R$ 0,70",PAÇOCA
521,7898656685060,PIRULITO GIRA GIRA 10G,,"R$ 5,95",PIRULITO
522,,CHUP-CHUP CASEIRO,,"R$ 5,50",CHOCOLATES
523,7898656685886,CHICLETE DE TIRA AZEDINHO 15G,,"R$ 4,50",CHICLETES
524,7896665200953,WAFER DANNY CHOCOLATE 70G,,"R$ 2,90",BOLACHAS
525,7898656685572,PIRULITO DE BOCA AZEDINHO,,"R$ 3,40",PIRULITO
526,7898656685664,CHICLETE DE TIRA 58G,,"R$ 11,90",CHICLETES
527,,CESTA PRESENTE,,"R$ 80,00",CESTAS
528,7898591455025,FINI TUBES AZEDINHOS 80G,,"R$ 8,90",MARSHMALLOW
529,7908228804994,FINI ROLLER AZEDINHO 20G,,"R$ 6,50",BALA MACIA
530,78938830,DROPS HALLS MENTA VERDE,,"R$ 2,20",DROPS
531,7896306624292,TRENTO MASSIMO BROWNIE 30G,,"R$ 3,25",CHOCOLATES
532,7894900025019,REFRIGERANTE COCA-COLA DE CAFÉ LATA 220ML,,"R$ 3,50",BEBIDAS
533,7894900531008,ÁGUA COM GÁS COCA-COLA 500ML,,"R$ 3,50",BEBIDAS
534,7894900530001,"ÁGUA MINERAL NATURAL, COCA-COLA 500G",,"R$ 3,00",BEBIDAS
535,7894900530353,"ÁGUA MINERAL NATURAL, COCA-COLA 300ML",,"R$ 2,00",BEBIDAS
536,7898656685428,PIRULITO AZEFLASH 11G,,"R$ 2,40",PIRULITO
537,7891008121193,CARIBE 28G GAROTO,,"R$ 4,20",CHOCOLATES
538,7898656685824,AZELITO REFRI COM PÓ AZEDINHO,,"R$ 2,95",PIRULITO
539,,LOUSA MÁGICA,,"R$ 17,90",LIVROS
540,78939363,BATON EXTRA MILK 16G,,"R$ 2,30",CHOCOLATES
541,7908228805007,FINI ROLLER AZEDINHO FRUTAS SORTIDAS 20G,"R$ 0,00","R$ 6,50",MARSHMALLOW
542,,BALA BAIANA,"R$ 0,00","R$ 3,50",CARAMELO
543,7908228802907,DROPS PASTILHA FINI MORANGO 14G,"R$ 0,00","R$ 1,90",DROPS
544,7898088791650,BATATA POINT CHIPS PICANHA 30G,"R$ 0,00","R$ 3,90",SALGADINHOS
545,,CORAÇÃO PELUCIA,"R$ 0,00","R$ 39,90",CESTAS
546,,PACOTE BALA SANTA RITA SORTIDA,"R$ 0,00","R$ 12,90",BALA MACIA
547,,PIRULITO DO CHAVES MÉDIO,"R$ 0,00","R$ 3,50",PIRULITO
548,,MOLA MALUCA,"R$ 0,00","R$ 7,00",OVO
549,,BALA NA PALHA,"R$ 0,64","R$ 1,00",CARAMELO
550,7898970162902,DIPLOKO PIZZA,"R$ 2,25","R$ 3,60",BALA DE GOMA
551,7898967923301,MONSTER GUMMY,"R$ 2,39","R$ 3,85",BALA DE GOMA
552,,MAÇÃ DO AMOR,"R$ 0,00","R$ 5,50",PIRULITO
553,7896306619434,TRENTO MARACUJÁ 32G 2 UNIDADES,"R$ 0,00","R$ 3,25",CHOCOLATES
554,,CHICLETE 7 BELO FRAMBOESA POOSH,"R$ 0,21","R$ 0,50",CHICLETES
555,,CHICLETE BRIGADEIRO FESTBALL,"R$ 0,30","R$ 0,60",CHICLETES
556,,CHICLETE BIG BIG,"R$ 0,13","R$ 0,25",CHICLETES
557,,CHICLETE ADAMS ROSA,"R$ 0,41","R$ 0,75",CHICLETES
558,,DIPLOKO OLHOS FAMINTOS,"R$ 0,00","R$ 5,80",MARSHMALLOW
559,7896058595468,PESCOÇO DE GIRAFA DORI MORANGO,"R$ 0,00","R$ 3,25",MARSHMALLOW
560,7898591450150,PACOTE DE MARSHMALLOW BORBOLETA FINI 250G,"R$ 0,00","R$ 14,90",MARSHMALLOW
561,7898656686760,GUMMY MANIA E DIVERSÃO 25G,"R$ 0,00","R$ 9,50",MARSHMALLOW
562,7898656685855,CHICLETE DE TIRA FRUTAS 15G,"R$ 0,00","R$ 4,50",CHICLETES
563,7898656686227,CHICLETE BRINCLET'S BALL'S,"R$ 0,00","R$ 2,20",CHICLETES
564,7898656686586,PASTILHA DE COLA FRUTIX 10G,"R$ 0,00","R$ 2,90",DROPS
565,,PÓ AZEDINHO TUBIX NEON,"R$ 0,00","R$ 0,60",DROPS
566,7891008124583,CHOCOLATE CROCANTE 25G,"R$ 0,00","R$ 4,20",CHOCOLATES
567,,GUMMY MANIA AZEDINHO,"R$ 0,00","R$ 4,50",BALA MACIA
568,7894900910391,REFRIGERANTE KUAT 220ML,"R$ 0,00","R$ 3,50",BEBIDAS
569,7894900910018,REFRIGERANTE KUAT 350ML,"R$ 0,00","R$ 4,50",BEBIDAS
570,7894900030013,REFRIGERANTE FANTA LARANJA 350ML,"R$ 0,00","R$ 4,50",BEBIDAS
571,7898656686494,PASTILHA DE UVA FRUTIX,"R$ 0,00","R$ 2,99",DROPS
572,7898957757091,SALGADINHO KERUS PRESUNTO 43G,"R$ 0,00","R$ 2,25",SALGADINHOS
573,7898656686135,CANDY GEL AZEDINHO,"R$ 0,00","R$ 14,90",MARSHMALLOW
574,7895144603087,DROPS MENTOS YOGURT MORANGO,"R$ 0,00","R$ 3,60",DROPS
575,7898142865037,TORTUGUITA AERADO AO LEITE,"R$ 0,00","R$ 2,50",CHOCOLATES
576,,PACOTE DE PIRULITO TOFFANO MINI,"R$ 9,60","R$ 16,90",PIRULITO
577,,GARRAFINHA MINI DE MENINO/MENINA,"R$ 0,00","R$ 8,90",GARRAFAS/SQUEEZE
578,7899808850466,COPO COM CANUDO HOMEM-ARANHA 280 ML,"R$ 0,00","R$ 26,90",COPOS
579,7896900203633,COPO COM CANUDO MULHER MARAVILHA 300 ML,"R$ 0,00","R$ 19,90",COPOS
580,7896900203664,COPO COM CANUDO HOMEM-ARANHA 300 ML,"R$ 0,00","R$ 19,90",COPOS
581,7899808852903,GARRAFA DO STITCH 530 ML,,"R$ 35,90",GARRAFAS/SQUEEZE
582,,GARRAFA DE CANUDO COM ALÇA,,"R$ 26,90",GARRAFAS/SQUEEZE
583,7898656686258,GUMMY MANIA SAPO 12G,,"R$ 4,90",MARSHMALLOW
584,7898405066591,ESPADA MANIA 22G,,"R$ 13,90",OVO
585,7898656685916,PIRULITO DE OLHO COM PÓ AZEDINHO E CABO LUMINOSO,,"R$ 3,25",PIRULITO
586,7891962007366,BARRINHA DE BISCOITO CHOCOLATE AO LEITE,,"R$ 2,90",BOLACHAS
587,7891962075792,WAFER BAUDUCCO DE PISTACHE 104G,,"R$ 5,99",BOLACHAS
588,7896306624933,TRENTO MILK 2 UNIDADES,,"R$ 3,25",CHOCOLATES
589,7891151039673,DROPS VIT. C CITRUS,,"R$ 1,25",DROPS
590,7896004006239,BATATA PRINGLES CREME E CEBOLA 109G,,"R$ 16,90",SALGADINHOS
591,7896004006406,BATATA PRINGLES CHURRASCO 109G,,"R$ 16,90",SALGADINHOS
592,7891962074665,BOLINHO BAUDUCCO GOTAS DE CHOCOLATE 40G,,"R$ 3,00",BOLINHO
593,7896451926692,MINI AMORA HALLOWEEN 15G,,"R$ 1,50",MARSHMALLOW
594,7896451923462,BALA CANUDINHO VASSOURA DE BRUXA 15G,,"R$ 1,50",MARSHMALLOW
595,7896451922113,MINI ABÓBORA DE GOMA HALLOWEEN 18G,,"R$ 1,50",BALA DE GOMA
596,78930193,BATON DUO 16G,,"R$ 2,30",CHOCOLATES
597,875754001562,WAFER BAUDUCCO CHOCOLATE 40G,,"R$ 4,00",BOLACHAS
598,875754001548,WAFER BAUDUCCO BAUNILHA 40G,,"R$ 4,00",BOLACHAS
599,7898656686289,GUMMY MANIA DINO 12G,,"R$ 4,90",MARSHMALLOW
600,7898967923592,PIRULITO RING LOKO DIAMANTE 12G,,"R$ 2,99",PIRULITO
601,7892840821197,SALGADINHO CHEETOS REQUEIJÃO 45G,,"R$ 4,60",SALGADINHOS
602,,URSINHO DE PELÚCIA,,"R$ 55,90",CESTAS
603,,BRINQUEDO ROBÔ,,"R$ 15,90",OVO
604,7896306624964,TRENTO TRUFA DE CHOCOLATE 32G 2 UNIDADES,,"R$ 3,25",CHOCOLATES
605,7896969410478,AMASSYXUP DE LEITE CONDENSADO 15G,,"R$ 1,20",CHOCOLATES
606,7894900660425,SUCO DEL VALLE DE PÊSSEGO 200 ML,,"R$ 3,00",BEBIDAS
607,7894900700015,REFRIGERANTE COCA-COLA ZERO LATA 350 ML,,"R$ 4,50",BEBIDAS
608,7894900509304,BEBIDA POWER ADE SABOR ABACAXI E KIWI 500ML,,"R$ 6,00",BEBIDAS
610,7894900681017,REFRIGERANTE SPRITE LATA 350ML,,"R$ 4,50",BEBIDAS
611,70847033301,ENERGÉTICO MONSTER 473ML,,"R$ 11,90",BEBIDAS
612,,PIRULITO BLONG DE ENERGÉTICO,,"R$ 1,50",PIRULITO
613,,PORTA BARRA COM MENSAGEM DE NATAL,,"R$ 16,90",CESTAS
614,,CARTÃO MENSAGEM COM PORTA CHOCOLATE DE NATAL,,"R$ 17,50",CESTAS
615,,CAIXA BARRA NATAL,,"R$ 7,90",CESTAS
616,,CAFÉ MÁQUINA,,"R$ 5,30",BEBIDAS
617,,CHOCOLATE QUENTE MÁQUINA,,"R$ 6,10",BEBIDAS
618,7891000412046,"KIT KAT TRIPLE CHOCOLATE 41,5G",,"R$ 5,60",CHOCOLATES
619,7896058502657,CHOCOCANDY PASTILHAS CONFEITADAS DORI 18G,,"R$ 1,75",CHOCOLATES
